一	 yi_1
警长	 jing_3 zhang_3
计	 ji_4
计划	 ji_4 hua_4
计时	 ji_4 shi_2
计算	 ji_4 suan_4
计量	 ji_4 liang_4
订	 ding_4
订餐	 ding_4 can_1
认为	 ren_4 wei_2
认真	 ren_4 zhen_1
让	 rang_4
训	 xun_4
训练	 xun_4 lian_4
议论	 yi_4 lun_4
议论文	 yi_4 lun_4 wen_2
记	 ji_4
记下	 ji_4 xia_4
记住	 ji_4 zhu_4
记录	 ji_4 lu_4
记录仪	 ji_4 lu_4 yi_2
记录簿	 ji_4 lu_4 bu_4
记得	 ji_4 de_0
记忆	 ji_4 yi_4
讲	 jiang_3
讲座	 jiang_3 zuo_4
讲解	 jiang_3 jie_3
讲讲	 jiang_3 jiang_3
讲述	 jiang_3 shu_4
讷河	 ne_4 he_2
许	 xu_3
许多年	 xu_3 duo_1 nian_2
许昌	 xu_3 chang_1
许昌市	 xu_3 chang_1 shi_4
许留山	 xu_3 liu_2 shan_1
许路	 xu_3 lu_4
论	 lun_4
讼师	 song_4 shi_1
设	 she_4
设到	 she_4 dao_4
设在	 she_4 zai_4
设备	 she_4 bei_4
设定	 she_4 ding_4
设立	 she_4 li_4
设置	 she_4 zhi_4
设置成	 she_4 zhi_4 cheng_2
设计	 she_4 ji_4
设计院	 she_4 ji_4 yuan_4
诀	 jue_2
证	 zheng_4
证券	 zheng_4 quan_4
评	 ping_2
评书	 ping_2 shu_1
评价	 ping_2 jia_4
评分	 ping_2 fen_1
评剧	 ping_2 ju_4
评剧院	 ping_2 ju_4 yuan_4
识	 shi_2
识别	 shi_2 bie_2
诉	 su_4
诊	 zhen_3
诊所	 zhen_3 suo_3
词	 ci_2
试听	 shi_4 ting_1
试试	 shi_4 shi_4
试音碟	 shi_4 yin_1 die_2
试验站	 shi_4 yan_4 zhan_4
诗	 shi_1
诗仙	 shi_1 xian_1
诗坛	 shi_1 tan_2
诗歌	 shi_1 ge_1
诚	 cheng_2
诛	 zhu_1
话	 hua_4
话剧	 hua_4 ju_4
话剧表演	 hua_4 ju_4 biao_3 yan_3
话梅	 hua_4 mei_2
话费	 hua_4 fei_4
诞辰	 dan_4 chen_2
诞辰日	 dan_4 chen_2 ri_4
该	 gai_1
详情	 xiang_2 qing_2
详情页	 xiang_2 qing_2 ye_4
详细	 xiang_2 xi_4
语	 yu_3
语文课	 yu_3 wen_2 ke_4
语言	 yu_3 yan_2
语音	 yu_3 yin_1
诱惑	 you_4 huo_4
说	 shuo_1
说出	 shuo_1 chu_1
说唱	 shuo_1 chang_4
说好	 shuo_1 hao_3
说完	 shuo_1 wan_2
说明	 shuo_1 ming_2
说明书	 shuo_1 ming_2 shu_1
说话	 shuo_1 hua_4
说走就走	 shuo_1 zou_3 jiu_4 zou_3
诶	 ei_2
请	 qing_3
请到	 qing_3 dao_4
请回到	 qing_3 hui_2 dao_4
请客	 qing_3 ke_4
请客吃饭	 qing_3 ke_4 chi_1 fan_4
请播	 qing_3 bo_1
请教	 qing_3 jiao_4
请来	 qing_3 lai_2
请说出	 qing_3 shuo_1 chu_1
请调	 qing_3 diao_4
请问	 qing_3 wen_4
诸	 zhu_1
诸城市	 zhu_1 cheng_2 shi_4
诸暨	 zhu_1 ji_4
诸葛亮	 zhu_1 ge_3 liang_4
诸行	 zhu_1 xing_2
诺	 nuo_4
诺丁山	 nuo_4 ding_1 shan_1
诺拉	 nuo_4 la_1
诺曼底	 nuo_4 man_4 di_3
诺言	 nuo_4 yan_2
读	 du_2
读书	 du_2 shu_1
读书会	 du_2 shu_1 hui_4
读者	 du_2 zhe_3
读音	 du_2 yin_1
课	 ke_4
课程	 ke_4 cheng_2
谁	 shei_2
谁家	 shui_2 jia_1
调	 diao_4
调上去	 diao_4 shang_3 qu_4
调低	 diao_4 di_1
调出	 diao_4 chu_1
调到	 diao_4 dao_4
调制	 tiao_2 zhi_4
调回	 diao_4 hui_2
调小	 diao_4 xiao_3
调换	 diao_4 huan_4
调整	 tiao_2 zheng_3
调料	 tiao_2 liao_4
调温	 tiao_2 wen_1
调皮	 tiao_2 pi_2
调节	 tiao_2 jie_2
调解	 tiao_2 jie_3
调调	 tiao_2 diao_4
调频	 tiao_2 pin_2
调频电台	 tiao_2 pin_2 dian_4 tai_2
调高	 diao_4 gao_1
谈	 tan_2
谊	 yi_4
谢	 xie_4
谢家	 xie_4 jia_1
谢师宴	 xie_4 shi_1 yan_4
谢谢	 xie_4 xie_4
谢霆锋	 xie_4 ting_2 feng_1
谣	 yao_2
谦	 qian_1
谦和	 qian_1 he_2
谨	 jin_3
谭	 tan_2
谰	 lan_2
谱	 pu_3
谷	 gu_3
豁子	 huo_1 zi_3
豆	 dou_4
豆瓣	 dou_4 ban_4
豆腐	 dou_4 fu_0
豉	 shi_4
象	 xiang_4
象山	 xiang_4 shan_1
象山县	 xiang_4 shan_1 xian_4
豪	 hao_2
豪华	 hao_2 hua_2
豪华型	 hao_2 hua_2 xing_2
豪华酒店	 hao_2 hua_2 jiu_3 dian_4
豪情	 hao_2 qing_2
豪森	 hao_2 sen_1
豫	 yu_4
豫剧	 yu_4 ju_4
豸	 zhi_4
贝	 bei_4
贝塔	 bei_4 ta_3
贝壳	 bei_4 ke_2
贝多芬	 bei_4 duo_1 fen_1
贝尔	 bei_4 er_3
贝拉	 bei_4 la_1
贝特	 bei_4 te_4
负	 fu_4
财	 cai_2
财产	 cai_2 chan_3
财产保险	 cai_2 chan_3 bao_3 xian_3
财务	 cai_2 wu_4
财大	 cai_2 da_4
财富	 cai_2 fu_4
财政厅	 cai_2 zheng_4 ting_1
财政局	 cai_2 zheng_4 ju_2
财智	 cai_2 zhi_4
财源	 cai_2 yuan_2
财税	 cai_2 shui_4
财经	 cai_2 jing_1
财经大学	 cai_2 jing_1 da_4 xue_2
财路	 cai_2 lu_4
责任	 ze_2 ren_4
贤	 xian_2
贤路	 xian_2 lu_4
败家	 bai_4 jia_1
账号	 zhang_4 hao_4
账户	 zhang_4 hu_4
货	 huo_4
货架厂	 huo_4 jia_4 chang_3
质检中心	 zhi_4 jian_3 zhong_1 xin_1
质量	 zhi_4 liang_4
质量技术监督局	 zhi_4 liang_4 ji_4 shu_4 jian_1 du_1 ju_2
贩	 fan_4
贪污贿赂	 tan_1 wu_1 hui_4 lu_4
贫困	 pin_2 kun_4
购	 gou_4
购书	 gou_4 shu_1
购买	 gou_4 mai_3
购物	 gou_4 wu_4
购物中心	 gou_4 wu_4 zhong_1 xin_1
购物广场	 gou_4 wu_4 guang_3 chang_3
贴	 tie_1
贵	 gui_4
贵人	 gui_4 ren_2
贵南县	 gui_4 nan_2 xian_4
贵厂	 gui_4 chang_3
贵友	 gui_4 you_3
贵妃醉酒	 gui_4 fei_1 zui_4 jiu_3
贵客	 gui_4 ke_4
贵宾楼	 gui_4 bin_1 lou_2
贵州	 gui_4 zhou_1
贵州省	 gui_4 zhou_1 sheng_3
贵州菜	 gui_4 zhou_1 cai_4
贵干	 gui_4 gan_4
贵德	 gui_4 de_2
贵德县	 gui_4 de_2 xian_4
贵池	 gui_4 chi_2
贵港	 gui_4 gang_3
贵港市	 gui_4 gang_3 shi_4
贵阳	 gui_4 yang_2
贵阳市	 gui_4 yang_2 shi_4
贷	 dai_4
贷款	 dai_4 kuan_3
贸	 mao_4
贸易	 mao_4 yi_4
贸易中心	 mao_4 yi_4 zhong_1 xin_1
费	 fei_4
费玉清	 fei_4 yu_4 qing_1
费迪南	 fei_4 di_2 nan_2
费迪南德	 fei_4 di_2 nan_2 de_2
贺	 he_4
贺州	 he_4 zhou_1
贺州市	 he_4 zhou_1 shi_4
贺龙	 he_4 long_2
贼	 zei_2
贾	 jia_3
贾平凹	 jia_3 ping_2 ao_1
资料	 zi_1 liao_4
资格	 zi_1 ge_2
资源	 zi_1 yuan_2
资讯	 zi_1 xun_4
资阳	 zi_1 yang_2
赏	 shang_3
赔款	 pei_2 kuan_3
赚钱	 zhuan_4 qian_2
赛	 sai_4
赛德	 sai_4 de_2
赛格	 sai_4 ge_2
赛特	 sai_4 te_4
赛车	 sai_4 che_1
赞	 zan_4
赞歌	 zan_4 ge_1
赞美	 zan_4 mei_3
赣	 gan_4
赣州	 gan_4 zhou_1
赣州市	 gan_4 zhou_1 shi_4
赣江	 gan_4 jiang_1
赤	 chi_4
赤坎区	 chi_4 kan_3 qu_1
赤壁	 chi_4 bi_4
赤壁市	 chi_4 bi_4 shi_4
赤子	 chi_4 zi_0
赤子心	 chi_4 zi_0 xin_1
赤峰	 chi_4 feng_1
赤峰市	 chi_4 feng_1 shi_4
赤沙	 chi_4 sha_1
赤铁矿	 chi_4 tie_3 kuang_4
赫	 he_4
走	 zou_3
走到	 zou_3 dao_4
走去	 zou_3 qu_4
走开	 zou_3 kai_1
走路	 zou_3 lu_4
走过	 zou_3 guo_4
赵	 zhao_4
赵家	 zhao_4 jia_1
赵本山	 zhao_4 ben_3 shan_1
赵登禹	 zhao_4 deng_1 yu_3
赶	 gan_3
赶快	 gan_3 kuai_4
赶紧	 gan_3 jin_3
起	 qi_3
起亚	 qi_3 ya_4
起床	 qi_3 chuang_2
起来	 qi_3 lai_2
起源	 qi_3 yuan_2
起点	 qi_3 dian_3
起重	 qi_3 zhong_4
起飞	 qi_3 fei_1
超	 chao_1
超人	 chao_1 ren_2
超凡	 chao_1 fan_2
超市	 chao_1 shi_4
超时空	 chao_1 shi_2 kong_1
超然	 chao_1 ran_2
超级	 chao_1 ji_2
超级市场	 chao_1 ji_2 shi_4 chang_3
超越	 chao_1 yue_4
超过	 chao_1 guo_4
超验	 chao_1 yan_4
越	 yue_4
越剧	 yue_4 ju_4
越南	 yue_4 nan_2
越快越好	 yue_4 kuai_4 yue_4 hao_3
越来越	 yue_4 lai_2 yue_4
越秀	 yue_4 xiu_4
越秀区	 yue_4 xiu_4 qu_1
越过	 yue_4 guo_4
越野	 yue_4 ye_3
趋势	 qu_1 shi_4
趟	 tang_4
趣	 qu_4
足	 zu_2
足浴	 zu_2 yu_4
足球	 zu_2 qiu_2
趴	 pa_1
跃	 yue_4
跌落	 die_1 luo_4
跑步	 pao_3 bu_4
距	 ju_4
距离	 ju_4 li_2
距离远	 ju_4 li_2 yuan_3
跟	 gen_1
跟我走	 gen_1 wo_3 zou_3
跟着	 gen_1 zhe_0
跨	 kua_4
跪下	 gui_4 xia_4
跪求	 gui_4 qiu_2
路	 lu_4
路上	 lu_4 shang_4
路东	 lu_4 dong_1
路况	 lu_4 kuang_4
路北	 lu_4 bei_3
路北区	 lu_4 bei_3 qu_1
路南	 lu_4 nan_2
路南区	 lu_4 nan_2 qu_1
路口	 lu_4 kou_3
路在何方	 lu_4 zai_4 he_2 fang_1
路径	 lu_4 jing_4
路旁	 lu_4 pang_2
路易	 lu_4 yi_4
路桥	 lu_4 qiao_2
路桥区	 lu_4 qiao_2 qu_1
路段	 lu_4 duan_4
路环	 lu_4 huan_2
路程	 lu_4 cheng_2
路线	 lu_4 xian_4
路线图	 lu_4 xian_4 tu_2
路西	 lu_4 xi_1
路费	 lu_4 fei_4
路边	 lu_4 bian_1
路过	 lu_4 guo_4
路途	 lu_4 tu_2
路通	 lu_4 tong_1
路面	 lu_4 mian_4
跳	 tiao_4
跳到	 tiao_4 dao_4
跳舞	 tiao_4 wu_3
跳转	 tiao_4 zhuan_3
跷跷板	 qiao_1 qiao_1 ban_3
踏到	 ta_4 dao_4
踏歌	 ta_4 ge_1
蹄	 ti_2
蹦	 beng_4
蹦床	 beng_4 chuang_2
蹬蹬	 deng_1 deng_1
身	 shen_1
身边	 shen_1 bian_1
身高	 shen_1 gao_1
躬行	 gong_1 xing_2
躲避	 duo_3 bi_4
车	 che_1
车上	 che_1 shang_4
车位	 che_1 wei_4
车公庄	 che_1 gong_1 zhuang_1
车友	 che_1 you_3
车友会	 che_1 you_3 hui_4
车场	 che_1 chang_3
车型	 che_1 xing_2
车城	 che_1 cheng_2
车子	 che_1 zi_0
车展	 che_1 zhan_3
车市	 che_1 shi_4
车库	 che_1 ku_4
车机	 che_1 ji_1
车次	 che_1 ci_4
车流量	 che_1 liu_2 liang_4
车神	 che_1 shen_2
车票	 che_1 piao_4
车祸	 che_1 huo_4
车站	 che_1 zhan_4
车管	 che_1 guan_3
车管所	 che_1 guan_3 suo_3
车行	 che_1 xing_2
车载	 che_1 zai_4
车辆	 che_1 liang_4
车辆保养	 che_1 liang_4 bao_3 yang_3
车辆管理	 che_1 liang_4 guan_3 li_3
车道	 che_1 dao_4
车里	 che_1 li_3
车门	 che_1 men_2
车队	 che_1 dui_4
车险	 che_1 xian_3
轨迹	 gui_3 ji_4
轨道	 gui_3 dao_4
轨道交通	 gui_3 dao_4 jiao_1 tong_1
轩	 xuan_1
轩辕	 xuan_1 yuan_2
转	 zhuan_3
转为	 zhuan_3 wei_4
转到	 zhuan_3 dao_4
转变	 zhuan_3 bian_4
转回	 zhuan_3 hui_2
转基因	 zhuan_3 ji_1 yin_1
转弯	 zhuan_3 wan_1
转换	 zhuan_3 huan_4
转换成	 zhuan_3 huan_4 cheng_2
转角	 zhuan_3 jiao_3
转车	 zhuan_3 che_1
轮	 lun_2
轮回	 lun_2 hui_2
轮渡	 lun_2 du_4
轮胎	 lun_2 tai_1
软	 ruan_3
软件园	 ruan_3 jian_4 yuan_2
软卧	 ruan_3 wo_4
轱轳	 gu_1 lu_2
轱辘	 gu_1 lu_4
轴承厂	 zhou_2 cheng_2 chang_3
轶	 yi_4
轻	 qing_1
轻工	 qing_1 gong_1
轻松	 qing_1 song_1
轻点	 qing_1 dian_3
轻狂	 qing_1 kuang_2
轻盈	 qing_1 ying_2
轻纺	 qing_1 fang_3
轻纺城	 qing_1 fang_3 cheng_2
轻轨	 qing_1 gui_3
轻轨站	 qing_1 gui_3 zhan_4
轻轻	 qing_1 qing_1
轻音乐	 qing_1 yin_1 yue_4
轼	 shi_4
载到	 zai_4 dao_4
较	 jiao_4
辅	 fu_3
辅助	 fu_3 zhu_4
辇	 nian_3
辉	 hui_1
辉南	 hui_1 nan_2
输入	 shu_1 ru_4
辘轳	 lu_4 lu_2
辛	 xin_1
辛店	 xin_1 dian_4
辛苦	 xin_1 ku_3
辛金	 xin_1 jin_1
辛集市	 xin_1 ji_2 shi_4
辟	 pi_4
辣	 la_4
辣子鸡	 la_4 zi_0 ji_1
辣椒	 la_4 jiao_1
辨别	 bian_4 bie_2
辰	 chen_2
边	 bian_1
边上	 bian_1 shang_4
边疆	 bian_1 jiang_1
边路	 bian_1 lu_4
边镇	 bian_1 zhen_4
辽	 liao_2
辽宁	 liao_2 ning_2
辽宁省	 liao_2 ning_2 sheng_3
辽沈	 liao_2 shen_3
辽源	 liao_2 yuan_2
辽阔	 liao_2 kuo_4
辽阳	 liao_2 yang_2
辽阳市	 liao_2 yang_2 shi_4
达	 da_2
达利	 da_2 li_4
达到	 da_2 dao_4
达尔	 da_2 er_3
达尔文	 da_2 er_3 wen_2
达州	 da_2 zhou_1
达州市	 da_2 zhou_1 shi_4
达拉斯	 da_2 la_1 si_1
达活泉	 da_2 huo_2 quan_2
达芬奇	 da_2 fen_1 qi_2
达茂旗	 da_2 mao_4 qi_2
达观	 da_2 guan_1
迁安	 qian_1 an_1
迅	 xun_4
迅速	 xun_4 su_4
过	 guo_4
过去	 guo_4 qu_4
过后	 guo_4 hou_4
过年	 guo_4 nian_2
过来	 guo_4 lai_2
过火	 guo_4 huo_3
过程	 guo_4 cheng_2
迈	 mai_4
迈克	 mai_4 ke_4
迈克尔	 mai_4 ke_4 er_3
迎	 ying_2
迎宾	 ying_2 bin_1
迎宾路	 ying_2 bin_1 lu_4
迎宾馆	 ying_2 bin_1 guan_3
迎春	 ying_2 chun_1
迎泽区	 ying_2 ze_2 qu_1
运	 yun_4
运动	 yun_4 dong_4
运动场	 yun_4 dong_4 chang_3
运势	 yun_4 shi_4
运城	 yun_4 cheng_2
运城市	 yun_4 cheng_2 shi_4
运河	 yun_4 he_2
运行	 yun_4 xing_2
运达	 yun_4 da_2
近	 jin_4
近几天	 jin_4 ji_3 tian_1
近在	 jin_4 zai_4
近旁	 jin_4 pang_2
近期	 jin_4 qi_1
返	 fan_3
返乡	 fan_3 xiang_1
返回	 fan_3 hui_2
返程	 fan_3 cheng_2
还	 hai_2
还好	 hai_2 hao_3
还是	 hai_2 shi_4
还有	 hai_2 you_3
还要	 hai_2 yao_4
这	 zhe_4
这个	 zhe_4 ge_4
这么	 zhe_4 me_0
这些	 zhe_4 xie_1
这件	 zhe_4 jian_4
这儿	 zhe_4 er_2
这场	 zhe_4 chang_3
这块	 zhe_4 kuai_4
这天	 zhe_4 tian_1
这家	 zhe_4 jia_1
这时	 zhe_4 shi_2
这样	 zhe_4 yang_4
这歌	 zhe_4 ge_1
这种	 zhe_4 zhong_3
这辆	 zhe_4 liang_4
这边	 zhe_4 bian_1
这里	 zhe_4 li_3
进	 jin_4
进修学校	 jin_4 xiu_1 xue_2 xiao_4
进入	 jin_4 ru_4
进出口	 jin_4 chu_1 kou_3
进击	 jin_4 ji_1
进到	 jin_4 dao_4
进口商品	 jin_4 kou_3 shang_1 pin_3
进场	 jin_4 chang_3
进城	 jin_4 cheng_2
进度	 jin_4 du_4
进步	 jin_4 bu_4
进程	 jin_4 cheng_2
进站	 jin_4 zhan_4
进行	 jin_4 xing_2
进行曲	 jin_4 xing_2 qu_1
远	 yuan_3
远东	 yuan_3 dong_1
远大	 yuan_3 da_4
远大路	 yuan_3 da_4 lu_4
远方	 yuan_3 fang_1
远洋	 yuan_3 yang_2
远洋渔业	 yuan_3 yang_2 yu_2 ye_4
远程教育	 yuan_3 cheng_2 jiao_4 yu_4
远航	 yuan_3 hang_2
远走	 yuan_3 zou_3
远走高飞	 yuan_3 zou_3 gao_1 fei_1
远近	 yuan_3 jin_4
违章	 wei_2 zhang_1
违规	 wei_2 gui_1
连	 lian_2
连云区	 lian_2 yun_2 qu_1
连云港	 lian_2 yun_2 gang_3
连云港市	 lian_2 yun_2 gang_3 shi_4
连到	 lian_2 dao_4
连卡佛	 lian_2 ka_3 fu_2
连名带姓	 lian_2 ming_2 dai_4 xing_4
连城	 lian_2 cheng_2
连成	 lian_2 cheng_2
连接	 lian_2 jie_1
连江	 lian_2 jiang_1
连续剧	 lian_2 xu_4 ju_4
连锁	 lian_2 suo_3
连锁店	 lian_2 suo_3 dian_4
迟	 chi_2
迟到	 chi_2 dao_4
迪	 di_2
迪伦	 di_2 lun_2
迪克牛仔	 di_2 ke_4 niu_2 zai_3
迪士尼	 di_2 shi_4 ni_2
迪庆	 di_2 qing_4
迪拜	 di_2 bai_4
迪斯科	 di_2 si_1 ke_1
迷	 mi_2
迷人	 mi_2 ren_2
迷宫	 mi_2 gong_1
迷航	 mi_2 hang_2
追	 zhui_1
追光	 zhui_1 guang_1
追凶	 zhui_1 xiong_1
追风	 zhui_1 feng_1
退	 tui_4
退休	 tui_4 xiu_1
退出	 tui_4 chu_1
退到	 tui_4 dao_4
退后	 tui_4 hou_4
退回	 tui_4 hui_2
退房	 tui_4 fang_2
退掉	 tui_4 diao_4
退货	 tui_4 huo_4
送	 song_4
送别	 song_4 bie_2
送客	 song_4 ke_4
送风	 song_4 feng_1
适	 shi_4
适合	 shi_4 he_2
适宜	 shi_4 yi_2
逃	 tao_2
逆	 ni_4
逆流	 ni_4 liu_2
逆转	 ni_4 zhuan_3
选	 xuan_3
选择	 xuan_3 ze_2
选择网络	 xuan_3 ze_2 wang_3 luo_4
选项	 xuan_3 xiang_4
逊	 xun_4
逍遥叹	 xiao_1 yao_2 tan_4
逍遥游	 xiao_1 yao_2 you_2
途	 tu_2
途中	 tu_2 zhong_1
途径	 tu_2 jing_4
途经	 tu_2 jing_1
通	 tong_1
通信	 tong_1 xin_4
通到	 tong_1 dao_4
通力	 tong_1 li_4
通化	 tong_1 hua_4
通宵	 tong_1 xiao_1
通川区	 tong_1 chuan_1 qu_1
通州	 tong_1 zhou_1
通州区	 tong_1 zhou_1 qu_1
通州市	 tong_1 zhou_1 shi_4
通惠	 tong_1 hui_4
通榆	 tong_1 yu_2
通江	 tong_1 jiang_1
通河	 tong_1 he_2
通海	 tong_1 hai_3
通源	 tong_1 yuan_2
通用	 tong_1 yong_4
通畅	 tong_1 chang_4
通行	 tong_1 xing_2
通讯	 tong_1 xun_4
通许	 tong_1 xu_3
通话	 tong_1 hua_4
通话记录	 tong_1 hua_4 ji_4 lu_4
通路	 tong_1 lu_4
通车	 tong_1 che_1
通辽	 tong_1 liao_2
通辽市	 tong_1 liao_2 shi_4
通过	 tong_1 guo_4
通运	 tong_1 yun_4
通顺	 tong_1 shun_4
通风	 tong_1 feng_1
逛	 guang_4
逝	 shi_4
逝去	 shi_4 qu_4
逝水	 shi_4 shui_3
速	 su_4
速度	 su_4 du_4
造园	 zao_4 yuan_2
造型	 zao_4 xing_2
造纸	 zao_4 zhi_3
逤	 suo_4
逸	 yi_4
逸仙路	 yi_4 xian_1 lu_4
逸夫楼	 yi_4 fu_1 lou_2
逻辑思维	 luo_2 ji_2 si_1 wei_2
逼	 bi_1
逼真	 bi_1 zhen_1
遂宁	 sui_4 ning_2
遂昌	 sui_4 chang_1
遂昌县	 sui_4 chang_1 xian_4
遇上	 yu_4 shang_4
遇不到	 yu_4 bu_2 dao_4
遇到	 yu_4 dao_4
遇见	 yu_4 jian_4
道	 dao_4
道口	 dao_4 kou_3
道外区	 dao_4 wai_4 qu_1
道夫	 dao_4 fu_1
道姑	 dao_4 gu_1
道理	 dao_4 li_3
道菜	 dao_4 cai_4
道路	 dao_4 lu_4
道里区	 dao_4 li_3 qu_1
遗址	 yi_2 zhi_3
遗忘	 yi_2 wang_4
遥	 yao_2
遥不可及	 yao_2 bu_4 ke_3 ji_2
遥控器	 yao_2 kong_4 qi_4
遥望	 yao_2 wang_4
遥远	 yao_2 yuan_3
遭	 zao_1
遵义	 zun_1 yi_4
遵义市	 zun_1 yi_4 shi_4
遵义路	 zun_1 yi_4 lu_4
遵化	 zun_1 hua_4
避	 bi_4
避免	 bi_4 mian_3
避开	 bi_4 kai_1
避暑	 bi_4 shu_3
避风塘	 bi_4 feng_1 tang_2
邂逅	 xie_4 hou_4
邋遢	 la_1 ta_1
邑	 yi_4
邓	 deng_4
邓丽君	 deng_4 li_4 jun_1
邗江	 han_2 jiang_1
邛崃	 qiong_2 lai_2
邛崃市	 qiong_2 lai_2 shi_4
邢台	 xing_2 tai_2
邢台市	 xing_2 tai_2 shi_4
那	 na_4
那个	 na_4 ge_4
那么	 na_4 me_0
那些	 nei_4 xie_1
那儿	 na_4 er_2
那天	 na_4 tian_1
那年	 na_4 nian_2
那拉提	 na_4 la_1 ti_2
那曲	 na_4 qu_1
那条	 na_4 tiao_2
那种	 na_4 zhong_3
那边	 na_4 bian_1
那里	 na_4 li_3
那首歌	 na_4 shou_3 ge_1
邦	 bang_1
邦德	 bang_1 de_2
邦达	 bang_1 da_2
邨	 cun_1
邪不压正	 xie_2 bu_4 ya_1 zheng_4
邮	 you_2
邮储	 you_2 chu_3
邮局	 you_2 ju_2
邮政	 you_2 zheng_4
邮政代办	 you_2 zheng_4 dai_4 ban_4
邮政储蓄	 you_2 zheng_4 chu_3 xu_4
邮政局	 you_2 zheng_4 ju_2
邮政所	 you_2 zheng_4 suo_3
邮电	 you_2 dian_4
邮电局	 you_2 dian_4 ju_2
邮电所	 you_2 dian_4 suo_3
邮通	 you_2 tong_1
邯郸	 han_2 dan_1
邯郸市	 han_2 dan_1 shi_4
邯郸路	 han_2 dan_1 lu_4
邱	 qiu_1
邳州	 pi_1 zhou_1
邳州市	 pi_1 zhou_1 shi_4
邴	 bing_3
邵	 shao_4
邵阳	 shao_4 yang_2
邵阳市	 shao_4 yang_2 shi_4
邸	 di_3
邹	 zou_1
邹容	 zou_1 rong_2
邻	 lin_2
邻水	 lin_2 shui_3
邻水县	 lin_2 shui_3 xian_4
邻里	 lin_2 li_3
邾	 zhu_1
郁	 yu_4
郁金香	 yu_4 jin_1 xiang_1
郊	 jiao_1
郊区	 jiao_1 qu_1
郊野	 jiao_1 ye_3
郎	 lang_2
郎中	 lang_2 zhong_1
郏县	 jia_2 xian_4
郑	 zheng_4
郑中基	 zheng_4 zhong_1 ji_1
郑州	 zheng_4 zhou_1
郑州市	 zheng_4 zhou_1 shi_4
郑智化	 zheng_4 zhi_4 hua_4
郑秀文	 zheng_4 xiu_4 wen_2
郓城	 yun_4 cheng_2
郝	 hao_3
郡	 jun_4
郦	 li_4
郧县	 yun_2 xian_4
部	 bu_4
郫县	 pi_2 xian_4
郭	 guo_1
郭守敬	 guo_1 shou_3 jing_4
郭富城	 guo_1 fu_4 cheng_2
郭德纲	 guo_1 de_2 gang_1
郴州	 chen_1 zhou_1
郸城	 dan_1 cheng_2
都	 dou_1
都市	 du_1 shi_4
都市田园	 du_1 shi_4 tian_2 yuan_2
都昌	 dou_1 chang_1
都柏林	 dou_1 bo_2 lin_2
都江堰	 du_1 jiang_1 yan_4
鄂	 e_4
鄂尔多斯	 e_4 er_3 duo_1 si_1
鄂尔多斯市	 e_4 er_3 duo_1 si_1 shi_4
鄂州	 e_4 zhou_1
鄂州市	 e_4 zhou_1 shi_4
鄂温克	 e_4 wen_1 ke_4
鄞	 yin_2
鄞州区	 yin_2 zhou_1 qu_1
酉	 you_3
配	 pei_4
配件厂	 pei_4 jian_4 chang_3
配合	 pei_4 he_2
配送	 pei_4 song_4
酒	 jiu_3
酒仙桥	 jiu_3 xian_1 qiao_2
酒厂	 jiu_3 chang_3
酒吧	 jiu_3 ba_1
酒家	 jiu_3 jia_1
酒店	 jiu_3 dian_4
酒店宾馆	 jiu_3 dian_4 bin_1 guan_3
酒店式	 jiu_3 dian_4 shi_4
酒店用品	 jiu_3 dian_4 yong_4 pin_3
酒店设备	 jiu_3 dian_4 she_4 bei_4
酒楼	 jiu_3 lou_2
酒水	 jiu_3 shui_3
酒泉	 jiu_3 quan_2
酒泉市	 jiu_3 quan_2 shi_4
酒窖	 jiu_3 jiao_4
酒窝	 jiu_3 wo_1
酒精	 jiu_3 jing_1
酒肆	 jiu_3 si_4
酒都	 jiu_3 dou_1
酒酿	 jiu_3 niang_4
酒香	 jiu_3 xiang_1
酥	 su_1
酮	 tong_2
酱	 jiang_4
酷	 ku_4
酸菜	 suan_1 cai_4
酸菜鱼	 suan_1 cai_4 yu_2
酸辣	 suan_1 la_4
醉	 zui_4
醉心	 zui_4 xin_1
醍	 ti_2
醒	 xing_3
醫	 yi_1
醴	 li_3
采	 cai_3
采蘑菇	 cai_3 mo_2 gu_1
采访	 cai_3 fang_3
采购	 cai_3 gou_4
释放	 shi_4 fang_4
里	 li_3
里尼	 li_3 ni_2
里庄	 li_3 zhuang_1
里弄	 li_3 long_4
里拉	 li_3 la_1
里斯本	 li_3 si_1 ben_3
里甲	 li_3 jia_3
里脊	 li_3 ji_2
里面	 li_3 mian_4
重	 zhong_4
重听	 zhong_4 ting_1
重启	 chong_2 qi_3
重回	 zhong_4 hui_2
重复	 chong_2 fu_4
重大	 zhong_4 da_4
重工	 zhong_4 gong_1
重庆	 chong_2 qing_4
重庆大学	 chong_2 qing_4 da_4 xue_2
重庆市	 chong_2 qing_4 shi_4
重庆江北机场	 chong_2 qing_4 jiang_1 bei_3 ji_1 chang_3
重庆火锅	 chong_2 qing_4 huo_3 guo_1
重庆路	 chong_2 qing_4 lu_4
重播	 chong_2 bo_1
重新	 chong_2 xin_1
重新加入	 chong_2 xin_1 jia_1 ru_4
重点	 zhong_4 dian_3
重生	 zhong_4 sheng_1
重要	 zhong_4 yao_4
重设	 zhong_4 she_4
重返	 chong_2 fan_3
重金属	 zhong_4 jin_1 shu_3
野	 ye_3
野味	 ye_3 wei_4
